"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id"
"Inland Emp.-Orange Co. Line","1153","296600054","Riverside - Downtown","804","1"
"Inland Emp.-Orange Co. Line","1153","296500084","Laguna Niguel / Mission Viejo","805","0"
"Inland Emp.-Orange Co. Line","1153","296500085","Laguna Niguel / Mission Viejo","807","0"
"Inland Emp.-Orange Co. Line","1153","296600060","Riverside - Downtown","808","1"
"Inland Emp.-Orange Co. Line","1153","296500090","Laguna Niguel / Mission Viejo","811","0"
"Inland Emp.-Orange Co. Line","1153","296800440","Riverside - Downtown","812","1"
"Inland Emp.-Orange Co. Line","1153","200000030","Laguna Niguel / Mission Viejo","815","0"
"Inland Emp.-Orange Co. Line","1153","296600058","Riverside - Downtown","816","1"
"Inland Emp.-Orange Co. Line","1153","200000817","Laguna Niguel / Mission Viejo","819","0"
"Inland Emp.-Orange Co. Line","1153","296600062","San Bernardino - Downtown","820","1"
"Inland Emp.-Orange Co. Line","1153","200000029","San Bernardino - Downtown","822","1"
"Inland Emp.-Orange Co. Line","1153","294100823","Laguna Niguel / Mission Viejo","823","0"
"Inland Emp.-Orange Co. Line","1153","294100824","San Bernardino - Downtown","824","1"
"Inland Emp.-Orange Co. Line","1153","294100826","San Bernardino - Downtown","826","1"
"Inland Emp.-Orange Co. Line","1153","294100827","Laguna Niguel / Mission Viejo","827","0"
"Ventura County Line","1156","294200145","L.A. Union Station","1162","1"
"Ventura County Line","1156","294200163","Ventura - East","1163","0"
"Ventura County Line","1156","294200164","L.A. Union Station","1164","1"
"Ventura County Line","1156","294200144","Ventura - East","1165","0"
"Antelope Valley Line","1143","294500201","L.A. Union Station","1260","1"
"Antelope Valley Line","1143","294600701","Lancaster","1261","0"
"Antelope Valley Line","1143","294600204","Via Princessa","1263","0"
"Antelope Valley Line","1143","294500721","L.A. Union Station","1264","1"
"Antelope Valley Line","1143","294500741","L.A. Union Station","1266","1"
"Antelope Valley Line","1143","294600742","Via Princessa","1267","0"
"Antelope Valley Line","1143","294500743","L.A. Union Station","1268","1"
"Antelope Valley Line","1143","294600744","Lancaster","1269","0"
"Antelope Valley Line","1143","294500781","L.A. Union Station","1270","1"
"Antelope Valley Line","1143","294600746","Via Princessa","1271","0"
"Antelope Valley Line","1143","294300272","L.A. Union Station","1272","1"
"Antelope Valley Line","1143","294300273","Lancaster","1273","0"
"Antelope Valley Line","1143","294300274","L.A. Union Station","1274","1"
"Antelope Valley Line","1143","294300275","Via Princessa","1275","0"
"Antelope Valley Line","1143","294300276","L.A. Union Station","1276","1"
"Antelope Valley Line","1143","294300277","Lancaster","1277","0"
"Antelope Valley Line","1143","294300278","L.A. Union Station","1278","1"
"Antelope Valley Line","1143","294300279","Via Princessa","1279","0"
"Antelope Valley Line","1143","294300280","L.A. Union Station","1280","1"
"Antelope Valley Line","1143","294300281","Lancaster","1281","0"
"Antelope Valley Line","1143","294300282","L.A. Union Station","1282","1"
"Antelope Valley Line","1143","294300285","Lancaster","1285","0"
"Antelope Valley Line","1143","294300287","Via Princessa","1287","0"
"Antelope Valley Line","1143","294300288","L.A. Union Station","1288","1"
"San Bernardino Line","1147","295300747","L.A. Union Station","1351","1"
"San Bernardino Line","1147","295400748","San Bernardino - Downtown","1352","0"
"San Bernardino Line","1147","295300261","L.A. Union Station","1353","1"
"San Bernardino Line","1147","295400262","San Bernardino - Downtown","1354","0"
"San Bernardino Line","1147","295300281","L.A. Union Station","1357","1"
"San Bernardino Line","1147","295400265","San Bernardino - Downtown","1358","0"
"San Bernardino Line","1147","295300266","L.A. Union Station","1359","1"
"San Bernardino Line","1147","295400268","San Bernardino - Downtown","1362","0"
"San Bernardino Line","1147","295300269","L.A. Union Station","1363","1"
"San Bernardino Line","1147","295400270","San Bernardino - Downtown","1364","0"
"San Bernardino Line","1147","295400272","San Bernardino - Downtown","1366","0"
"San Bernardino Line","1147","295300282","L.A. Union Station","1367","1"
"San Bernardino Line","1147","295400276","San Bernardino - Downtown","1372","0"
"San Bernardino Line","1147","295300277","L.A. Union Station","1373","1"
"San Bernardino Line","1147","295400280","San Bernardino - Downtown","1376","0"
"San Bernardino Line","1147","295300760","L.A. Union Station","1377","1"
"Orange County Line","1152","296800432","Oceanside","1660","0"
"Orange County Line","1152","296300901","L.A. Union Station","1661","1"
"Orange County Line","1152","296400921","Oceanside","1662","0"
"Orange County Line","1152","296800436","L.A. Union Station","1663","1"
"Orange County Line","1152","296400923","Oceanside","1664","0"
"Orange County Line","1152","296300922","L.A. Union Station","1665","1"
"Orange County Line","1152","296800437","L.A. Union Station","1667","1"
"Orange County Line","1152","296800433","Oceanside","1668","0"
"91 Line","1155","295900751","L.A. Union Station","1751","1"
"91 Line","1155","296000752","Perris - South","1752","0"
"91 Line","1155","295900753","L.A. Union Station","1753","1"
"91 Line","1155","296000754","Perris - South","1754","0"
"Inland Emp.-Orange Co. Line","1154","296800439","Oceanside","1857","0"
"Inland Emp.-Orange Co. Line","1154","296800441","San Bernardino - Downtown","1858","1"
"Inland Emp.-Orange Co. Line","1154","296700425","Oceanside","1859","0"
"Inland Emp.-Orange Co. Line","1154","296800429","San Bernardino - Downtown","1860","1"
"San Bernardino Line","1146","233003846","Redlands - University","3800","0"
"San Bernardino Line","1146","233003801","San Bernardino - Downtown","3801","1"
"San Bernardino Line","1146","233003802","Redlands - University","3802","0"
"San Bernardino Line","1146","233003803","San Bernardino - Downtown","3803","1"
"San Bernardino Line","1146","233003804","Redlands - University","3804","0"
"San Bernardino Line","1146","233003847","San Bernardino - Downtown","3805","1"
"San Bernardino Line","1146","233003806","Redlands - University","3806","0"
"San Bernardino Line","1146","233003807","San Bernardino - Downtown","3807","1"
"San Bernardino Line","1146","233003814","Redlands - University","3808","0"
"San Bernardino Line","1146","233003809","San Bernardino - Downtown","3809","1"
"San Bernardino Line","1146","233003810","Redlands - University","3810","0"
"San Bernardino Line","1146","233003811","San Bernardino - Downtown","3811","1"
"San Bernardino Line","1146","233003812","Redlands - University","3812","0"
"San Bernardino Line","1146","233003813","San Bernardino - Downtown","3813","1"
"San Bernardino Line","1146","233003808","Redlands - University","3814","0"
"San Bernardino Line","1146","233003815","San Bernardino - Downtown","3815","1"
"San Bernardino Line","1146","233003816","Redlands - University","3816","0"
"San Bernardino Line","1146","233003817","San Bernardino - Downtown","3817","1"
"San Bernardino Line","1146","233003818","Redlands - University","3818","0"
"San Bernardino Line","1146","233003819","San Bernardino - Downtown","3819","1"
"San Bernardino Line","1146","233003820","Redlands - University","3820","0"
"San Bernardino Line","1146","233003821","San Bernardino - Downtown","3821","1"
"San Bernardino Line","1146","233003822","Redlands - University","3822","0"
"San Bernardino Line","1146","233003823","San Bernardino - Downtown","3823","1"
"San Bernardino Line","1146","233003824","Redlands - University","3824","0"
"San Bernardino Line","1146","233003825","San Bernardino - Downtown","3825","1"
"San Bernardino Line","1146","233003826","Redlands - University","3826","0"
"San Bernardino Line","1146","233003827","San Bernardino - Downtown","3827","1"
"San Bernardino Line","1146","233003828","Redlands - University","3828","0"
"San Bernardino Line","1146","233003829","San Bernardino - Downtown","3829","1"
"San Bernardino Line","1146","233003830","Redlands - University","3830","0"
"San Bernardino Line","1146","233003831","San Bernardino - Downtown","3831","1"
"San Bernardino Line","1146","233003832","Redlands - University","3832","0"
"San Bernardino Line","1146","233003833","San Bernardino - Downtown","3833","1"
"San Bernardino Line","1146","233003834","Redlands - University","3834","0"
"San Bernardino Line","1146","233003849","San Bernardino - Downtown","3835","1"
"San Bernardino Line","1146","233003836","Redlands - University","3836","0"
"San Bernardino Line","1146","233003837","San Bernardino - Downtown","3837","1"
"San Bernardino Line","1146","233003838","Redlands - University","3838","0"
"San Bernardino Line","1146","233003851","San Bernardino - Downtown","3839","1"
"San Bernardino Line","1146","233003840","Redlands - University","3840","0"
"San Bernardino Line","1146","233003841","San Bernardino - Downtown","3841","1"
"San Bernardino Line","1146","233003842","Redlands - University","3842","0"
"San Bernardino Line","1146","233003843","San Bernardino - Downtown","3843","1"
"San Bernardino Line","1146","233003844","Redlands - University","3844","0"
"San Bernardino Line","1146","233003845","San Bernardino - Downtown","3845","1"
"San Bernardino Line","1147","233003852","Redlands - University","3852","0"
"San Bernardino Line","1147","233003853","San Bernardino - Downtown","3853","1"
"San Bernardino Line","1147","233003854","Redlands - University","3854","0"
"San Bernardino Line","1147","233003855","San Bernardino - Downtown","3855","1"
"San Bernardino Line","1147","233003856","Redlands - University","3856","0"
"San Bernardino Line","1147","233003857","San Bernardino - Downtown","3857","1"
"San Bernardino Line","1147","233003858","Redlands - University","3858","0"
"San Bernardino Line","1147","233003859","San Bernardino - Downtown","3859","1"
"San Bernardino Line","1147","233003860","Redlands - University","3860","0"
"San Bernardino Line","1147","233003861","San Bernardino - Downtown","3861","1"
"San Bernardino Line","1147","233003862","Redlands - University","3862","0"
"San Bernardino Line","1147","233003863","San Bernardino - Downtown","3863","1"
"San Bernardino Line","1147","233003864","Redlands - University","3864","0"
"San Bernardino Line","1147","233003865","San Bernardino - Downtown","3865","1"
"San Bernardino Line","1147","233003866","Redlands - University","3866","0"
"San Bernardino Line","1147","233003867","San Bernardino - Downtown","3867","1"
"San Bernardino Line","1147","233003868","Redlands - University","3868","0"
"San Bernardino Line","1147","233003869","San Bernardino - Downtown","3869","1"
"San Bernardino Line","1147","233003870","Redlands - University","3870","0"
"San Bernardino Line","1147","233003871","San Bernardino - Downtown","3871","1"
"San Bernardino Line","1147","233003872","Redlands - University","3872","0"
"San Bernardino Line","1147","233003873","San Bernardino - Downtown","3873","1"
"San Bernardino Line","1147","233003874","Redlands - University","3874","0"
"San Bernardino Line","1147","233003875","San Bernardino - Downtown","3875","1"
"San Bernardino Line","1147","233003876","Redlands - University","3876","0"
"San Bernardino Line","1147","233003877","San Bernardino - Downtown","3877","1"
"San Bernardino Line","1147","233003878","Redlands - University","3878","0"
"San Bernardino Line","1147","233003879","Redlands - Downtown","3879","1"
"San Bernardino Line","1147","233003880","Redlands - University","3880","0"
"San Bernardino Line","1147","233003881","Redlands - Downtown","3881","1"
"San Bernardino Line","1147","233003850","Redlands - University","3882","0"
"San Bernardino Line","1147","233003883","San Bernardino - Downtown","3883","1"
